	podcast1	podcast2	score
8511	Steve Agee: Uhhh	Friendly Atheist Podcast	0
8512	Steve Agee: Uhhh	Snoop Dogg's GGN Podcast	0
8513	Steve Agee: Uhhh	Katie Couric	0
8514	Steve Agee: Uhhh	Entrepreneurial Thought Leaders	0
8515	Steve Agee: Uhhh	The Ezra Klein Show	0
8516	Steve Agee: Uhhh	The Talk Show With John Gruber	0
8517	Steve Agee: Uhhh	Here We Are	0
8518	Steve Agee: Uhhh	Double Date Podcast	13222275
8519	Steve Agee: Uhhh	It's All Happening	204668184
8520	Steve Agee: Uhhh	The Astral Hustle with Cory Allen	0
8521	Steve Agee: Uhhh	Mindrolling with Raghu Markus	440668626
8522	Steve Agee: Uhhh	Chris Grosso The Indie Spiritualist	0
8523	Steve Agee: Uhhh	London Real	0
8524	Steve Agee: Uhhh	Onnit Podcast	0
8525	Steve Agee: Uhhh	Brody Stevens Festival Of Sports	70247700
8526	Steve Agee: Uhhh	The Steven Brody Stevens Festival Of Friendship	192385904
8527	Steve Agee: Uhhh	Wait Wait... Don't Tell Me!	0
8528	Steve Agee: Uhhh	Superego	219379581
8529	Steve Agee: Uhhh	Savage Lovecast	0
8530	Steve Agee: Uhhh	Tom Rhodes Radio Smart Camp	91556692
8531	Steve Agee: Uhhh	The Full Charge Power Hour featuring Matt Fulchiron	0
8532	Steve Agee: Uhhh	The 31 with Brandt Tobler	44260554
8533	Steve Agee: Uhhh	Good Times: With Steve Simeone	0
8534	Steve Agee: Uhhh	Twisting The Wind with Johnny Pemberton	173564075
8535	Steve Agee: Uhhh	LIVE TO TAPE with Johnny Pemberton	147068384
8536	Steve Agee: Uhhh	Mohr Stories with Jay Mohr	0
8537	Steve Agee: Uhhh	The Pony Hour	0
8538	Steve Agee: Uhhh	Jocko Podcast	0
8539	Steve Agee: Uhhh	The Tim Ferriss Show	0
8540	Steve Agee: Uhhh	StarTalk Radio	0
8541	Steve Agee: Uhhh	The Doug Stanhope Podcast	0
8542	Steve Agee: Uhhh	Bitch Sesh: A Real Housewives Breakdown	79201292
8543	Steve Agee: Uhhh	Put Your Hands Together with Cam and Rhea	1076362625
8544	Steve Agee: Uhhh	Watch What Happens Live with Andy Cohen	10007325
8545	Steve Agee: Uhhh	Rap Radar Podcast	0
8546	Steve Agee: Uhhh	The Vlad Couch	0
8547	Steve Agee: Uhhh	Allegedly with Theo Von & Matthew Cole Weiss	24001075
8548	Steve Agee: Uhhh	This Life #YOULIVE With Dr Drew	0
8549	Steve Agee: Uhhh	With Friends Like These	0
8550	Steve Agee: Uhhh	The Axe Files with David Axelrod	0
8551	Steve Agee: Uhhh	Politically Re-Active with W. Kamau Bell & Hari Kondabolu	0
8552	Steve Agee: Uhhh	The James Altucher Show	0
8553	Steve Agee: Uhhh	Bulletproof Radio	0
8554	Steve Agee: Uhhh	Revolution Health Radio	0
8555	Steve Agee: Uhhh	UFC Unfiltered with Jim Norton and Matt Serra	0
8556	Steve Agee: Uhhh	10% Happier with Dan Harris	0
8557	Steve Agee: Uhhh	Oprah’s SuperSoul Conversations	0
8558	High and Mighty	Kumail Nanjiani's The X-Files Files	87756496
8559	High and Mighty	Getting Curious with Jonathan Van Ness	0
8560	High and Mighty	Hollywood Handbook	207198095
8561	High and Mighty	RuPaul: What's The Tee with Michelle Visage	19981390
8562	High and Mighty	Shane And Friends	0
8563	High and Mighty	Not Too Deep with Grace Helbig	20454140
8564	High and Mighty	Think Again – a Big Think Podcast	0
8565	High and Mighty	Rationally Speaking	0
8566	High and Mighty	Skepticality: The Official Podcast of Skeptic Magazine	0
8567	High and Mighty	Friendly Atheist Podcast	0
8568	High and Mighty	Snoop Dogg's GGN Podcast	0
8569	High and Mighty	Katie Couric	0
8570	High and Mighty	Entrepreneurial Thought Leaders	0
8571	High and Mighty	The Ezra Klein Show	0
8572	High and Mighty	The Talk Show With John Gruber	0
8573	High and Mighty	Here We Are	0
8574	High and Mighty	Double Date Podcast	0
8575	High and Mighty	It's All Happening	0
8576	High and Mighty	The Astral Hustle with Cory Allen	0
8577	High and Mighty	Mindrolling with Raghu Markus	0
8578	High and Mighty	Chris Grosso The Indie Spiritualist	0
8579	High and Mighty	London Real	0
8580	High and Mighty	Onnit Podcast	0
8581	High and Mighty	Brody Stevens Festival Of Sports	40769976
8582	High and Mighty	The Steven Brody Stevens Festival Of Friendship	85498492
8583	High and Mighty	Wait Wait... Don't Tell Me!	0
8584	High and Mighty	Superego	0
8585	High and Mighty	Savage Lovecast	0
8586	High and Mighty	Tom Rhodes Radio Smart Camp	0
8587	High and Mighty	The Full Charge Power Hour featuring Matt Fulchiron	20156235
8588	High and Mighty	The 31 with Brandt Tobler	0
8589	High and Mighty	Good Times: With Steve Simeone	0
8590	High and Mighty	Twisting The Wind with Johnny Pemberton	51952870
8591	High and Mighty	LIVE TO TAPE with Johnny Pemberton	21527818
8592	High and Mighty	Mohr Stories with Jay Mohr	0
8593	High and Mighty	The Pony Hour	0
8594	High and Mighty	Jocko Podcast	0
8595	High and Mighty	The Tim Ferriss Show	0
8596	High and Mighty	StarTalk Radio	0
8597	High and Mighty	The Doug Stanhope Podcast	0
8598	High and Mighty	Bitch Sesh: A Real Housewives Breakdown	453046509
8599	High and Mighty	Put Your Hands Together with Cam and Rhea	1473036146
8600	High and Mighty	Watch What Happens Live with Andy Cohen	0
8601	High and Mighty	Rap Radar Podcast	0
8602	High and Mighty	The Vlad Couch	0
8603	High and Mighty	Allegedly with Theo Von & Matthew Cole Weiss	0
8604	High and Mighty	This Life #YOULIVE With Dr Drew	0
8605	High and Mighty	With Friends Like These	0
8606	High and Mighty	The Axe Files with David Axelrod	0
8607	High and Mighty	Politically Re-Active with W. Kamau Bell & Hari Kondabolu	0
8608	High and Mighty	The James Altucher Show	0
8609	High and Mighty	Bulletproof Radio	0
8610	High and Mighty	Revolution Health Radio	0
8611	High and Mighty	UFC Unfiltered with Jim Norton and Matt Serra	0
8612	High and Mighty	10% Happier with Dan Harris	0
8613	High and Mighty	Oprah’s SuperSoul Conversations	0
8614	Kumail Nanjiani's The X-Files Files	Getting Curious with Jonathan Van Ness	0
8615	Kumail Nanjiani's The X-Files Files	Hollywood Handbook	48514426
8616	Kumail Nanjiani's The X-Files Files	RuPaul: What's The Tee with Michelle Visage	0
8617	Kumail Nanjiani's The X-Files Files	Shane And Friends	23817183
8618	Kumail Nanjiani's The X-Files Files	Not Too Deep with Grace Helbig	0
8619	Kumail Nanjiani's The X-Files Files	Think Again – a Big Think Podcast	0
8620	Kumail Nanjiani's The X-Files Files	Rationally Speaking	0
8621	Kumail Nanjiani's The X-Files Files	Skepticality: The Official Podcast of Skeptic Magazine	0
8622	Kumail Nanjiani's The X-Files Files	Friendly Atheist Podcast	0
8623	Kumail Nanjiani's The X-Files Files	Snoop Dogg's GGN Podcast	0
8624	Kumail Nanjiani's The X-Files Files	Katie Couric	0
8625	Kumail Nanjiani's The X-Files Files	Entrepreneurial Thought Leaders	0
8626	Kumail Nanjiani's The X-Files Files	The Ezra Klein Show	0
8627	Kumail Nanjiani's The X-Files Files	The Talk Show With John Gruber	0
8628	Kumail Nanjiani's The X-Files Files	Here We Are	81175850
8629	Kumail Nanjiani's The X-Files Files	Double Date Podcast	68702250
8630	Kumail Nanjiani's The X-Files Files	It's All Happening	0
8631	Kumail Nanjiani's The X-Files Files	The Astral Hustle with Cory Allen	0
8632	Kumail Nanjiani's The X-Files Files	Mindrolling with Raghu Markus	42275380
8633	Kumail Nanjiani's The X-Files Files	Chris Grosso The Indie Spiritualist	0
8634	Kumail Nanjiani's The X-Files Files	London Real	0
8635	Kumail Nanjiani's The X-Files Files	Onnit Podcast	0
8636	Kumail Nanjiani's The X-Files Files	Brody Stevens Festival Of Sports	0
8637	Kumail Nanjiani's The X-Files Files	The Steven Brody Stevens Festival Of Friendship	0
8638	Kumail Nanjiani's The X-Files Files	Wait Wait... Don't Tell Me!	0
8639	Kumail Nanjiani's The X-Files Files	Superego	60104562
8640	Kumail Nanjiani's The X-Files Files	Savage Lovecast	0
8641	Kumail Nanjiani's The X-Files Files	Tom Rhodes Radio Smart Camp	14907893
8642	Kumail Nanjiani's The X-Files Files	The Full Charge Power Hour featuring Matt Fulchiron	0
8643	Kumail Nanjiani's The X-Files Files	The 31 with Brandt Tobler	0
8644	Kumail Nanjiani's The X-Files Files	Good Times: With Steve Simeone	0
8645	Kumail Nanjiani's The X-Files Files	Twisting The Wind with Johnny Pemberton	0
8646	Kumail Nanjiani's The X-Files Files	LIVE TO TAPE with Johnny Pemberton	0
8647	Kumail Nanjiani's The X-Files Files	Mohr Stories with Jay Mohr	0
8648	Kumail Nanjiani's The X-Files Files	The Pony Hour	0
8649	Kumail Nanjiani's The X-Files Files	Jocko Podcast	0
8650	Kumail Nanjiani's The X-Files Files	The Tim Ferriss Show	0
8651	Kumail Nanjiani's The X-Files Files	StarTalk Radio	0
8652	Kumail Nanjiani's The X-Files Files	The Doug Stanhope Podcast	0
8653	Kumail Nanjiani's The X-Files Files	Bitch Sesh: A Real Housewives Breakdown	27235975
8654	Kumail Nanjiani's The X-Files Files	Put Your Hands Together with Cam and Rhea	693382503
8655	Kumail Nanjiani's The X-Files Files	Watch What Happens Live with Andy Cohen	0
8656	Kumail Nanjiani's The X-Files Files	Rap Radar Podcast	0
8657	Kumail Nanjiani's The X-Files Files	The Vlad Couch	0
8658	Kumail Nanjiani's The X-Files Files	Allegedly with Theo Von & Matthew Cole Weiss	0
8659	Kumail Nanjiani's The X-Files Files	This Life #YOULIVE With Dr Drew	0
8660	Kumail Nanjiani's The X-Files Files	With Friends Like These	0
8661	Kumail Nanjiani's The X-Files Files	The Axe Files with David Axelrod	0
8662	Kumail Nanjiani's The X-Files Files	Politically Re-Active with W. Kamau Bell & Hari Kondabolu	0
8663	Kumail Nanjiani's The X-Files Files	The James Altucher Show	0
8664	Kumail Nanjiani's The X-Files Files	Bulletproof Radio	0
8665	Kumail Nanjiani's The X-Files Files	Revolution Health Radio	0
8666	Kumail Nanjiani's The X-Files Files	UFC Unfiltered with Jim Norton and Matt Serra	0
8667	Kumail Nanjiani's The X-Files Files	10% Happier with Dan Harris	0
8668	Kumail Nanjiani's The X-Files Files	Oprah’s SuperSoul Conversations	0
8669	Getting Curious with Jonathan Van Ness	Hollywood Handbook	7640250
8670	Getting Curious with Jonathan Van Ness	RuPaul: What's The Tee with Michelle Visage	0
8671	Getting Curious with Jonathan Van Ness	Shane And Friends	0
8672	Getting Curious with Jonathan Van Ness	Not Too Deep with Grace Helbig	0
8673	Getting Curious with Jonathan Van Ness	Think Again – a Big Think Podcast	0
8674	Getting Curious with Jonathan Van Ness	Rationally Speaking	0
8675	Getting Curious with Jonathan Van Ness	Skepticality: The Official Podcast of Skeptic Magazine	0
8676	Getting Curious with Jonathan Van Ness	Friendly Atheist Podcast	0
8677	Getting Curious with Jonathan Van Ness	Snoop Dogg's GGN Podcast	0
8678	Getting Curious with Jonathan Van Ness	Katie Couric	0
8679	Getting Curious with Jonathan Van Ness	Entrepreneurial Thought Leaders	0
8680	Getting Curious with Jonathan Van Ness	The Ezra Klein Show	10743588
8681	Getting Curious with Jonathan Van Ness	The Talk Show With John Gruber	0
8682	Getting Curious with Jonathan Van Ness	Here We Are	0
8683	Getting Curious with Jonathan Van Ness	Double Date Podcast	0
8684	Getting Curious with Jonathan Van Ness	It's All Happening	8103120
8685	Getting Curious with Jonathan Van Ness	The Astral Hustle with Cory Allen	6445656
8686	Getting Curious with Jonathan Van Ness	Mindrolling with Raghu Markus	0
8687	Getting Curious with Jonathan Van Ness	Chris Grosso The Indie Spiritualist	7836360
8688	Getting Curious with Jonathan Van Ness	London Real	0
8689	Getting Curious with Jonathan Van Ness	Onnit Podcast	0
8690	Getting Curious with Jonathan Van Ness	Brody Stevens Festival Of Sports	0
8691	Getting Curious with Jonathan Van Ness	The Steven Brody Stevens Festival Of Friendship	0
8692	Getting Curious with Jonathan Van Ness	Wait Wait... Don't Tell Me!	0
8693	Getting Curious with Jonathan Van Ness	Superego	0
8694	Getting Curious with Jonathan Van Ness	Savage Lovecast	0
8695	Getting Curious with Jonathan Van Ness	Tom Rhodes Radio Smart Camp	11447352
8696	Getting Curious with Jonathan Van Ness	The Full Charge Power Hour featuring Matt Fulchiron	8026200
8697	Getting Curious with Jonathan Van Ness	The 31 with Brandt Tobler	0
8698	Getting Curious with Jonathan Van Ness	Good Times: With Steve Simeone	0
8699	Getting Curious with Jonathan Van Ness	Twisting The Wind with Johnny Pemberton	0
8700	Getting Curious with Jonathan Van Ness	LIVE TO TAPE with Johnny Pemberton	23582622
8701	Getting Curious with Jonathan Van Ness	Mohr Stories with Jay Mohr	0
8702	Getting Curious with Jonathan Van Ness	The Pony Hour	0
8703	Getting Curious with Jonathan Van Ness	Jocko Podcast	0
8704	Getting Curious with Jonathan Van Ness	The Tim Ferriss Show	0
8705	Getting Curious with Jonathan Van Ness	StarTalk Radio	0
8706	Getting Curious with Jonathan Van Ness	The Doug Stanhope Podcast	0
8707	Getting Curious with Jonathan Van Ness	Bitch Sesh: A Real Housewives Breakdown	0
8708	Getting Curious with Jonathan Van Ness	Put Your Hands Together with Cam and Rhea	62353284
8709	Getting Curious with Jonathan Van Ness	Watch What Happens Live with Andy Cohen	0
8710	Getting Curious with Jonathan Van Ness	Rap Radar Podcast	0
8711	Getting Curious with Jonathan Van Ness	The Vlad Couch	0
8712	Getting Curious with Jonathan Van Ness	Allegedly with Theo Von & Matthew Cole Weiss	0
8713	Getting Curious with Jonathan Van Ness	This Life #YOULIVE With Dr Drew	0
8714	Getting Curious with Jonathan Van Ness	With Friends Like These	0
8715	Getting Curious with Jonathan Van Ness	The Axe Files with David Axelrod	0
8716	Getting Curious with Jonathan Van Ness	Politically Re-Active with W. Kamau Bell & Hari Kondabolu	0
8717	Getting Curious with Jonathan Van Ness	The James Altucher Show	0
8718	Getting Curious with Jonathan Van Ness	Bulletproof Radio	0
8719	Getting Curious with Jonathan Van Ness	Revolution Health Radio	0
8720	Getting Curious with Jonathan Van Ness	UFC Unfiltered with Jim Norton and Matt Serra	0
8721	Getting Curious with Jonathan Van Ness	10% Happier with Dan Harris	0
8722	Getting Curious with Jonathan Van Ness	Oprah’s SuperSoul Conversations	0
8723	Hollywood Handbook	RuPaul: What's The Tee with Michelle Visage	0
8724	Hollywood Handbook	Shane And Friends	0
8725	Hollywood Handbook	Not Too Deep with Grace Helbig	0
8726	Hollywood Handbook	Think Again – a Big Think Podcast	0
8727	Hollywood Handbook	Rationally Speaking	0
8728	Hollywood Handbook	Skepticality: The Official Podcast of Skeptic Magazine	0
8729	Hollywood Handbook	Friendly Atheist Podcast	0
8730	Hollywood Handbook	Snoop Dogg's GGN Podcast	0
8731	Hollywood Handbook	Katie Couric	0
8732	Hollywood Handbook	Entrepreneurial Thought Leaders	0
8733	Hollywood Handbook	The Ezra Klein Show	0
8734	Hollywood Handbook	The Talk Show With John Gruber	0
8735	Hollywood Handbook	Here We Are	0
8736	Hollywood Handbook	Double Date Podcast	0
8737	Hollywood Handbook	It's All Happening	0
8738	Hollywood Handbook	The Astral Hustle with Cory Allen	0
8739	Hollywood Handbook	Mindrolling with Raghu Markus	0
8740	Hollywood Handbook	Chris Grosso The Indie Spiritualist	0
8741	Hollywood Handbook	London Real	0
8742	Hollywood Handbook	Onnit Podcast	0
8743	Hollywood Handbook	Brody Stevens Festival Of Sports	0
8744	Hollywood Handbook	The Steven Brody Stevens Festival Of Friendship	0
8745	Hollywood Handbook	Wait Wait... Don't Tell Me!	0
8746	Hollywood Handbook	Superego	8746568
8747	Hollywood Handbook	Savage Lovecast	0
8748	Hollywood Handbook	Tom Rhodes Radio Smart Camp	0
8749	Hollywood Handbook	The Full Charge Power Hour featuring Matt Fulchiron	0
8750	Hollywood Handbook	The 31 with Brandt Tobler	0
8751	Hollywood Handbook	Good Times: With Steve Simeone	0
8752	Hollywood Handbook	Twisting The Wind with Johnny Pemberton	49450996
8753	Hollywood Handbook	LIVE TO TAPE with Johnny Pemberton	0
8754	Hollywood Handbook	Mohr Stories with Jay Mohr	0
8755	Hollywood Handbook	The Pony Hour	0
8756	Hollywood Handbook	Jocko Podcast	0
8757	Hollywood Handbook	The Tim Ferriss Show	0
8758	Hollywood Handbook	StarTalk Radio	0
8759	Hollywood Handbook	The Doug Stanhope Podcast	0
8760	Hollywood Handbook	Bitch Sesh: A Real Housewives Breakdown	78205625
8761	Hollywood Handbook	Put Your Hands Together with Cam and Rhea	291526888
8762	Hollywood Handbook	Watch What Happens Live with Andy Cohen	0
8763	Hollywood Handbook	Rap Radar Podcast	0
8764	Hollywood Handbook	The Vlad Couch	0
8765	Hollywood Handbook	Allegedly with Theo Von & Matthew Cole Weiss	0
8766	Hollywood Handbook	This Life #YOULIVE With Dr Drew	0
8767	Hollywood Handbook	With Friends Like These	0
8768	Hollywood Handbook	The Axe Files with David Axelrod	0
8769	Hollywood Handbook	Politically Re-Active with W. Kamau Bell & Hari Kondabolu	0
8770	Hollywood Handbook	The James Altucher Show	0
8771	Hollywood Handbook	Bulletproof Radio	0
8772	Hollywood Handbook	Revolution Health Radio	0
8773	Hollywood Handbook	UFC Unfiltered with Jim Norton and Matt Serra	0
8774	Hollywood Handbook	10% Happier with Dan Harris	0
8775	Hollywood Handbook	Oprah’s SuperSoul Conversations	0
8776	RuPaul: What's The Tee with Michelle Visage	Shane And Friends	69127247
8777	RuPaul: What's The Tee with Michelle Visage	Not Too Deep with Grace Helbig	72126369
8778	RuPaul: What's The Tee with Michelle Visage	Think Again – a Big Think Podcast	19724420
8779	RuPaul: What's The Tee with Michelle Visage	Rationally Speaking	0
8780	RuPaul: What's The Tee with Michelle Visage	Skepticality: The Official Podcast of Skeptic Magazine	0
8781	RuPaul: What's The Tee with Michelle Visage	Friendly Atheist Podcast	0
8782	RuPaul: What's The Tee with Michelle Visage	Snoop Dogg's GGN Podcast	4173330
8783	RuPaul: What's The Tee with Michelle Visage	Katie Couric	13828790
8784	RuPaul: What's The Tee with Michelle Visage	Entrepreneurial Thought Leaders	0
8785	RuPaul: What's The Tee with Michelle Visage	The Ezra Klein Show	13414240
8786	RuPaul: What's The Tee with Michelle Visage	The Talk Show With John Gruber	0
8787	RuPaul: What's The Tee with Michelle Visage	Here We Are	0
8788	RuPaul: What's The Tee with Michelle Visage	Double Date Podcast	0
8789	RuPaul: What's The Tee with Michelle Visage	It's All Happening	0
8790	RuPaul: What's The Tee with Michelle Visage	The Astral Hustle with Cory Allen	0
8791	RuPaul: What's The Tee with Michelle Visage	Mindrolling with Raghu Markus	13551930
8792	RuPaul: What's The Tee with Michelle Visage	Chris Grosso The Indie Spiritualist	0
8793	RuPaul: What's The Tee with Michelle Visage	London Real	0
8794	RuPaul: What's The Tee with Michelle Visage	Onnit Podcast	0
8795	RuPaul: What's The Tee with Michelle Visage	Brody Stevens Festival Of Sports	0
8796	RuPaul: What's The Tee with Michelle Visage	The Steven Brody Stevens Festival Of Friendship	25316280
8797	RuPaul: What's The Tee with Michelle Visage	Wait Wait... Don't Tell Me!	11061736
8798	RuPaul: What's The Tee with Michelle Visage	Superego	0
8799	RuPaul: What's The Tee with Michelle Visage	Savage Lovecast	0
